,log2FC,pval,neg_log10_pval
23261,-0.01814001417339206,0.9159352328203042,0.038135234825361734
105376692,-0.14408750006555965,0.36787944117144233,0.4342944817851983
102725193,-0.09090909090909091,0.3678794411714422,0.43429448178519847
101928836,0.05591249993444036,0.7970582605367466,0.09850993287201916
105376691,-0.36363636363636365,0.16715155184722613,0.776889586771158
105376689,-0.4030599436506491,0.4719517041567961,0.32610244129794813
9341,0.5566946971375852,0.06575325079435938,1.1820827704339527
8863,0.2006733213066294,0.7578041181893452,0.12044303887960893
10911,0.9696025233128021,0.39388974732274973,0.4046253233179807
3604,1.38655047931144,0.1377571360574971,0.8608858943741906
11315,0.009734814922129686,0.9686639650623553,0.013826855958676188
54206,0.15106060977217872,0.8246625373627334,0.08372373399605025
107984915,-0.16363636363636364,0.5633697923063121,0.24920644336898995
102724539,-0.09090909090909091,0.3678794411714422,0.43429448178519847
50651,0.5185690589344141,0.43855042513802467,0.35798046354409774
473,-0.13786400835773627,0.7134535469051347,0.14663429856348667
102724552,-0.9208775630242764,0.17775830592160033,0.7501700970675688
106632271,-0.4895420455201051,0.19203469286915842,0.7166203046090225
2023,0.10970658060530525,0.7956498286506904,0.09927802635979247
102465436,-0.29547087368658076,0.47283995261128964,0.3252858347727801
100505975,-0.962155108423577,0.12758777224074566,0.8941909452026299
112268261,0.18318522720716762,0.5769308685785168,0.23887622349966564
765,0.10131819065267411,0.9056080353919822,0.043059732628479605
155184,-0.6106638049603139,0.5392503415546434,0.2682095710679221
6518,1.8195506606979173,0.15130815133180675,0.8201376745776527
80045,-0.7064746004943308,0.2918964871735482,0.5347711313459829
106614088,0.07890388529039782,0.8318009429132291,0.07998059161089087
407040,0.42921409164305446,0.43976187497030805,0.35678242428011037
102724571,-0.0476454970469109,0.8432909342015845,0.07402256847873045
9563,0.39744595557886697,0.5570443820103064,0.25411020134741336
80176,0.1766365998692807,0.6804553495184896,0.1672003672284754
100506022,-0.08954204552010514,0.821744686238489,0.08526309552298428
84275,-0.7734085456066833,0.2087466887719874,0.6803804045439026
199953,-0.3072814745882555,0.6169468333371597,0.2097522605044319
107985734,-0.18146272711538403,0.651206329599773,0.1862813867731494
105376712,-0.41681477279283236,0.09988836315917138,1.000485103032212
5293,1.8165905572605165,0.01400660872087589,1.8536670002356124
644997,1.758233034107623,0.07630963644522175,1.117420614939593
101929074,0.6560411487910909,0.3993073328134257,0.39869271431206027
22883,-0.3678311040772151,0.545363301835644,0.26331408953899615
56998,-0.7483853257555415,0.1792592832360371,0.7465183441833562
105376717,-0.6777150043425682,0.20379102230438,0.6908149518610778
84328,0.10511643151485117,0.6253316908203526,0.20388956133519556
64802,-0.07269072158274881,0.8511520612664157,0.06999284471810914
113391335,-0.11116886388549041,0.8255922771180495,0.08323437818933584
100847055,-0.16090227285839198,0.6034584139851747,0.21935265291645595
116362,0.9509560708897764,0.35849113413312617,0.4455215803064792
